2026-09-16 05:10:49,903 | INFO     | api | Modelo cargado desde /home/user/Practica_MLOPS/models/modelo.joblib
2026-09-21 15:57:12,751 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:57:20,171 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:57:20,172 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:57:20,180 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:57:20,577 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:57:28,256 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:57:28,258 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:57:28,288 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:57:28,946 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:57:41,729 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:57:41,731 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:57:41,740 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:57:42,356 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:57:51,080 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:57:51,081 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:57:51,089 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:57:51,483 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:58:25,242 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:58:25,244 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:58:25,258 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:58:25,939 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:58:33,171 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:58:33,172 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:58:33,185 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:58:33,611 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:58:40,656 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:58:40,668 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:58:40,716 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:58:41,355 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:58:53,008 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:58:53,009 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:58:53,018 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:58:53,473 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:59:03,054 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:59:03,056 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:59:03,074 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:59:03,563 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:59:11,629 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:59:11,631 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:59:11,648 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:59:12,270 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:59:18,871 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:59:18,872 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:59:18,888 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:59:19,426 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:59:40,953 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:59:40,955 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:59:40,982 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:59:41,696 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:59:49,303 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:59:49,306 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:59:49,315 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:59:49,886 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 15:59:57,073 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 15:59:57,075 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 15:59:57,094 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 15:59:57,590 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:00:17,419 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:00:17,420 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:00:17,435 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:00:17,935 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:00:24,448 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:00:24,457 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:00:24,476 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:00:25,412 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:00:40,379 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:00:40,380 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:00:40,396 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:00:40,786 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:00:47,846 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:00:47,848 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:00:47,865 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:00:48,468 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:01:00,948 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:01:00,953 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:01:00,961 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:01:01,487 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:01:23,347 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:01:23,348 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:01:23,358 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:01:23,921 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:01:31,757 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:01:31,761 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:01:31,770 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:01:32,155 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:01:49,787 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:01:49,789 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:01:49,809 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:01:50,543 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:02:01,627 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:02:01,628 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:02:01,644 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:02:02,233 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:02:09,157 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:02:09,159 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:02:09,169 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:02:09,838 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:02:17,769 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:02:17,770 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:02:17,781 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:02:18,226 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:02:32,653 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:02:32,658 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:02:32,682 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:02:33,587 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:03:17,768 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:03:17,771 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:03:17,786 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:03:18,511 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:03:25,581 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:03:25,583 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:03:25,597 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:03:26,036 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:03:34,261 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:03:34,267 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:03:34,283 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:03:34,877 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:03:41,393 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:03:41,394 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:03:41,409 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:03:42,010 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:04:08,023 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:04:08,024 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:04:08,033 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:04:08,434 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:04:16,145 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:04:16,147 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:04:16,160 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:04:16,780 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:04:28,486 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:04:28,496 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:04:28,533 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:04:29,123 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:04:36,249 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:04:36,251 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:04:36,266 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:04:37,055 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:04:53,067 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:04:53,069 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:04:53,078 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:04:53,485 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:05:00,000 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:05:00,001 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:05:00,015 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:05:00,601 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:05:14,293 | INFO     | api | Modelo cargado desde C:\Users\lreyn\Downloads\Practica_MLOPS_arena_ai\models\modelo.joblib
2026-09-21 16:05:14,295 | INFO     | api | Métricas de entrenamiento cargadas (2026-09-20T19:22:43-05:00)
2026-09-21 16:05:14,310 | INFO     | api | Dataset de referencia cargado: 50 filas
2026-09-21 16:05:14,827 | INFO     | api | Simulador de tráfico iniciado (intervalo=2.0s)
2026-09-21 16:27:56,714 | INFO     | api | reprocess exit=0
2026-09-21 16:28:23,895 | INFO     | api | predict id=f0c4291ec28e cultivo=cafe p_si=0.616 -> SI
2026-09-21 16:28:34,865 | INFO     | api | simulador accion=speed intervalo=6.0 cantidad=None
2026-09-21 16:28:58,429 | INFO     | api | reprocess exit=0
